movieId,title,genres,imdbId,tmdbId,overview,tagline,runtime,tmdb_rating
8840,Who's That Knocking at My Door? (1967),Drama,63803,42694.0,"A Catholic New Yorker falls in love with a girl and wants to marry her, but he struggles to accept her past and what it means for their future.",Mean Streets was just around the corner.,90.0,6.132
8844,Camera Buff (Amator) (1979),Drama,78763,42164.0,"Filip buys an 8mm movie camera when his first child is born. Because it's the first camera in town, he's named official photographer by the local Party boss. His horizons widen when he is sent to regional film festivals with his first works but his focus on movie making also leads to domestic strife and philosophical dilemmas.",,112.0,7.457
8848,"Vitelloni, I (a.k.a. The Young and the Passionate) (1953)",Drama,46521,12548.0,"Five young men dream of success as they drift lazily through life in a small Italian village. Fausto, the group's leader, is a womanizer; Riccardo craves fame; Alberto is a hopeless dreamer; Moraldo fantasizes about life in the city; and Leopoldo is an aspiring playwright. As Fausto chases a string of women, to the horror of his pregnant wife, the other four blunder their way from one uneventful experience to the next.",We are the hollow men in this last of meeting places we grope together and avoid speech. Gathered on this beach of the torrid river.,103.0,7.642
8860,Cellular (2004),Action|Crime|Drama|Mystery|Thriller,337921,9759.0,A young man receives an emergency phone call on his cell phone from an older woman. She claims to have been kidnapped – and the kidnappers have targeted her husband and child next.,If the signal dies so does she.,94.0,6.396
8861,Resident Evil: Apocalypse (2004),Action|Horror|Sci-Fi|Thriller,318627,1577.0,"As the city is locked down under quarantine, Alice finds out that the people that died from the previous incident at the Umbrella Corporation have turned into zombies. She then joins a small band of elite soldiers, who are enlisted to rescue the missing daughter of the creator of the mutating T-virus.  Once lack of luck and resources happen, they begin to wage an exhilarating battle to survive and escape before the Umbrella Corporation erases its experiment from the face of the earth.",The evil continues...,94.0,6.356
8864,Mr. 3000 (2004),Comedy|Drama,339412,16232.0,"Aging baseball star who goes by the nickname, Mr. 3000, finds out many years after retirement that he didn't quite reach 3,000 hits. Now at age 47 he's back to try and reach that goal.",Big league. Big mouth. Big time.,104.0,5.264
8865,Sky Captain and the World of Tomorrow (2004),Action|Adventure|Sci-Fi,346156,5137.0,"When gigantic robots attack New York City, ""Sky Captain"" uses his private air force to fight them off. His ex-girlfriend, reporter Polly Perkins, has been investigating the recent disappearance of prominent scientists. Suspecting a link between the global robot attacks and missing men, Sky Captain and Polly decide to work together. They fly to the Himalayas in pursuit of the mysterious Dr. Totenkopf, the mastermind behind the robots.",Who will save us?,107.0,5.9
8866,Wimbledon (2004),Comedy|Romance,360201,11823.0,"Britain’s Peter Colt has never quite lived up to his dreams of tennis stardom. Once ranked as high as number 11 in the world, the journeyman veteran has watched his number slip to 119 as his confidence on the court slowly ebbs away.  Now, on the eve of his leaving the world of professional tennis, he’s granted a wild card, allowing him to play his final Wimbledon tournament…make that his final tournament ever.",She's the golden girl. He's the longshot. It's a match made in...,98.0,6.222
8869,First Daughter (2004),Comedy|Romance,361620,13969.0,"Samantha MacKenzie, the daughter of the president of the United States, arrives at college with a group of Secret Service agents. Samantha, however, resents their presence and decides she wants to attend school just like a normal student. Her father agrees to recall the agents but secretly assigns James, an undercover agent, to pose as a student.",The girl who always stood out is finally getting the chance to fit in.,105.0,6.161
8870,"Forgotten, The (2004)",Drama|Mystery|Sci-Fi|Thriller,356618,10145.0,"Telly Paretta is a grieving mother struggling to cope with the loss of her 8-year-old son. She is stunned when her psychiatrist reveals that she has created eight years of memories about a son she never had. But when she meets a man who has had a similar experience, Telly embarks on a search to prove her son's existence, and her sanity.",You'll Never Forget The Ones You Love,91.0,5.9
8873,"Motorcycle Diaries, The (Diarios de motocicleta) (2004)",Adventure|Drama,318462,1653.0,"Based on the journals of Che Guevara, leader of the Cuban Revolution. In his memoirs, Guevara recounts adventures he and best friend Alberto Granado had while crossing South America by motorcycle in the early 1950s.",Let the world change you...and you can change the world.,126.0,7.417
8874,Shaun of the Dead (2004),Comedy|Horror,365748,747.0,"Shaun lives a supremely uneventful life, which revolves around his girlfriend, his mother, and, above all, his local pub. This gentle routine is threatened when the dead return to life and make strenuous attempts to snack on ordinary Londoners.",A romantic comedy. With zombies.,99.0,7.536
8875,"Come Back, Little Sheba (1952)",Drama,44509,84214.0,A mismatched couple's marital problems come to the surface when the husband develops an interest in their pretty boarder.,,96.0,7.2
8879,Murder on the Orient Express (1974),Crime|Mystery|Thriller,71877,4176.0,"In 1935, when his train is stopped by deep snow, detective Hercule Poirot is called on to solve a murder that occurred in his car the night before.",The who's who in the whodunnit!,128.0,7.144
8880,Mask (1985),Drama,89560,11177.0,A significantly deformed but highly intelligent teenage boy and his biker gang mother attempt to live as normal a life as possible under the circumstances.,They told 16 year old Rocky Dennis he could never be like everyone else. So he was determined to be better.,120.0,7.244
8894,Orca: The Killer Whale (1977),Action|Drama|Horror|Thriller,76504,12707.0,"After witnessing the killing of his mate and offspring at the hands of a reckless Irish captain, a vengeful killer whale rampages through the fisherman's Newfoundland harbor. Under pressure from the villagers, the captain, a female marine biologist, and an Indigenous tribalist venture after the great beast, who will meet them on its own turf.",Terror just beneath the surface.,95.0,6.175
8905,1492: Conquest of Paradise (1992),Adventure|Drama,103594,1492.0,1492: Conquest of Paradise depicts Christopher Columbus’ discovery of The New World and his effect on the indigenous people.,"Centuries before the exploration of space, there was another voyage into the unknown.",154.0,6.27
8906,Cannibal Holocaust (1980),Horror,78935,8689.0,A New York University professor returns from a rescue mission to the Amazon rainforest with the footage shot by a lost team of documentarians who were making a film about the area's local cannibal tribes.,They eat and they are eaten!,96.0,6.287
8907,Shark Tale (2004),Animation|Children|Comedy,307453,10555.0,"Oscar is a small fish whose big aspirations often get him into trouble. Meanwhile, Lenny is a great white shark with a surprising secret that no sea creature would guess: He's a vegetarian. When a lie turns Oscar into an improbable hero and Lenny becomes an outcast, the two form an unlikely friendship.",Behind every little fish is a great white lie.,90.0,6.026
8908,Ladder 49 (2004),Action|Drama|Thriller,349710,11128.0,"Under the watchful eye of his mentor, Captain Mike Kennedy, probationary firefighter Jack Morrison matures into a seasoned veteran at a Baltimore fire station. However, Jack has reached a crossroads  as the sacrifices he's made have put him in harm's way innumerable times and significantly impacted his relationship with his wife and kids.",Their greatest challenge lies in rescuing one of their own,115.0,6.444
8910,I Heart Huckabees (2004),Comedy,356721,1599.0,"A husband-and-wife team play detective, but not in the traditional sense. Instead, the happy duo helps others solve their existential issues, the kind that keep you up at night, wondering what it all means.",An existential comedy,106.0,6.279
8911,Raise Your Voice (2004),Romance,361696,14024.0,"A coming-of-age story centered around a small-town singer brokenhearted by the death of her brother in a car crash, who had secretly submitted her for a summer session at a performing arts academy in Los Angeles. In the academy, she experiences a whole new way of life in the big city, far from the small town lifestyle she's used to.",Don't Hold Back ...Don't Give Up.,103.0,6.532
8912,Taxi (2004),Action|Comedy,316732,11045.0,A mouthy and feisty taxicab driver has hot tips for a green and inept cop set on solving a string of New York City bank robberies committed by a quartet of female Brazilian bank robbers.,Take a Ride on the Wild Side.,97.0,5.588
8914,Primer (2004),Drama|Sci-Fi,390384,14337.0,"A group of fledgling inventors discover a complex method to manipulate reality. At first, they successfully game the stock market with it, but the consequences of the invention start to catch up with them.",What happens if it actually works?,77.0,6.761
8915,Stage Beauty (2004),Drama,368658,26108.0,"Humble Maria, who outfits top London theater star Ned Kynaston, takes none of the credit for the male actor's success at playing women. And because this is the 17th century, Maria, like other females, is prohibited from pursuing her dream of acting. But when powerful people support her, King Charles II lifts the ban on female stage performers. And just as Maria aided Ned, she needs his help to learn her new profession.",She was the first of her kind. He was the last of his.,106.0,6.647
8916,Shall We Dance? (2004),Comedy|Romance,358135,4380.0,"A bored estate lawyer spots a beautiful woman in the window of a ballroom dance studio. He secretly starts taking dancing lessons to be near her, and then over time discovers how much he loves dancing. His wife, meanwhile, has hired a private detective to find out why he has started coming home late smelling of perfume.",Step out of the ordinary.,106.0,6.4
8917,Team America: World Police (2004),Action|Adventure|Animation|Comedy,372588,3989.0,"When North Korean ruler Kim Jong-il orchestrates a global terrorist plot, it's up to the heavily armed, highly specialized Team America unit to stop his dastardly scheme. The group, which has recruited troubled Broadway actor Gary Johnston, not only has to face off against Jong-il, but they must also contend with the Film Actors Guild, a cadre of Hollywood liberals at odds with Team America's 'policing the world' tactics.",Freedom hangs by a thread.,98.0,6.7
8918,Eulogy (2004),Comedy|Crime|Drama,349416,16358.0,"A black comedy that follows three generations of a family, who come together for the funeral of the patriarch - unveiling a litany of family secrets and covert relationships.",A comedy that puts the *fun* back in funeral.,91.0,6.431
8919,P.S. (2004),Comedy|Drama|Fantasy|Romance,380609,25313.0,"Louise, an unfulfilled divorced woman with regrets, gets the chance to relive her past when she meets a young man who bears an uncanny resemblance, in name and appearance, to her high school sweetheart who died many years before.",What would you do for a second chance at your first love?,97.0,5.533
8920,"Country Girl, The (1954)",Drama,46874,2438.0,"An actor on the skids is given one more chance to regain his stardom, as well as his self-respect, yet his alcoholism may prevent that from happening.",,104.0,6.901
8921,"Rose Tattoo, The (1955)",Drama|Romance,48563,65550.0,A grieving widow embarks on a new romance when she discovers her late husband had been cheating on her.,The boldest story of love you have ever been permitted to see!  Seething with realism and frankness!,117.0,6.833
8928,"Fearless Vampire Killers, The (1967)",Comedy|Horror,61655,3053.0,"A noted professor and his dim-witted apprentice fall prey to their inquiring vampires, while on the trail of the ominous damsel in distress.",Who says Vampires are no laughing matter?,108.0,7.0
8933,"Decline of the American Empire, The (Déclin de l'empire américain, Le) (1986)",Comedy|Drama,90985,18499.0,"Four very different Montreal university teachers gather at a rambling country house to prepare a dinner. Remy (married), Claude (a homosexual), Pierre (involved with a girlfriend) and Alain (a bachelor) discuss sex, the female body and their affairs with them. Meanwhile, their four female guests, Louise (Remy's wife of 15 years), Dominique (a spinster), Diane (a divorcée) and Danielle (Pierre's girlfriend) are spending the time at a downtown health gym. They also discuss sex, the female body and, naturally, men. Later in the evening, they finally meet at the country house and have dinner. A ninth guest, named Mario, who used to know Diane, drops in on the group for some talk and has a surprise of his own.",A spontaneously funny sex comedy!,101.0,6.707
8934,Bebe's Kids (1992),Animation|Children|Comedy,103783,36616.0,"When Robin meets the lovely Jamika he thinks he's in heaven. But when he meets her friend Bebe's children, whom she is looking after, he knows he's in hell.",It's animation... with an attitude.,73.0,5.854
8937,Friday Night Lights (2004),Action|Drama,390022,13416.0,"A small, turbulent town in Texas obsesses over their high school football team to an unhealthy degree. When the star tailback, Boobie Miles, is seriously injured during the first game of the season, all hope is lost, and the town's dormant social problems begin to flare up. It is left to the inspiring abilities of new coach Gary Gaines to instill in the other team members -- and, by proxy, the town itself -- a sense of self-respect and honor.",Hope comes alive on Friday nights.,118.0,6.907
8938,Tarnation (2003),Documentary,390538,1435.0,"Filmmaker Jonathan Caouette's documentary on growing up with his schizophrenic mother -- a mixture of snapshots, Super-8, answering machine messages, video diaries, early short films, and more -- culled from 19 years of his life.",Your greatest creation is the life you lead,91.0,6.811
8939,"Final Cut, The (2004)",Sci-Fi|Thriller,364343,11099.0,"Set in a world with memory implants, Alan Hakman is a 'cutter'—someone with the power of final edit over people's recorded histories—but his latest assignment puts him in great danger.","In the end, he sees everything.",95.0,6.06
8943,Being Julia (2004),Comedy|Drama,340012,18701.0,"Julia Lambert is a true diva: beautiful, talented, weathly and famous.  She has it all - including a devoted husband who has mastermined her brilliant career - but after years of shining in the spotlight she begins to suffer from a severe case of boredom and longs for something new and exciting to put the twinkle back in her eye.  Julia finds exactly what she's looking for in a handsome young American fan, but it isn't long before the novelty fling adds a few more sparks than she was hoping for.  Fortuately for her, this surprise twist in the plot will thrust her back into the greatest role of her life.",Passion. Obsession. Revenge. Prepare for the performance of a lifetime.,104.0,6.413
8946,Surviving Christmas (2004),Comedy,252028,15566.0,"A wealthy executive, Drew Latham (Ben Affleck) has no close relationships and becomes nostalgic for his childhood home as Christmas approaches. When he visits the house and finds another family living there, he offers the residents, Tom Valco (James Gandolfini) and his wife, Christine (Catherine O'Hara), a large sum of money to pretend they are his parents. Soon Drew tests the couple's patience, and, when their daughter, Alicia (Christina Applegate), arrives, things get increasingly tense.","This year, Christmas comes early. Really early.",91.0,5.695
8947,"Grudge, The (2004)",Horror|Mystery|Thriller,391198,1970.0,"An American nurse living and working in Tokyo is exposed to a mysterious supernatural curse, one that locks a person in a powerful rage before claiming their life and spreading to another victim.",It never forgives. It never forgets.,92.0,5.914
8948,Alfie (2004),Comedy|Drama|Romance,375173,8849.0,A tale of a philosophical womanizer who is forced to question his seemingly carefree existence.,Meet a man who never met a woman he didn't love.,106.0,5.839
8949,Sideways (2004),Comedy|Drama|Romance,375063,9675.0,"Two middle-aged men embark on a spiritual journey through Californian wine country. One is an unpublished novelist suffering from depression, and the other is only days away from walking down the aisle.",In search of wine. In search of women. In search of themselves.,127.0,7.11
8950,The Machinist (2004),Drama|Mystery|Thriller,361862,4553.0,"Trevor, an insomniac lathe operator, experiences unusual occurrences at work and home. A strange man follows him everywhere, but no one else seems to notice him.",How do you wake up from a nightmare if you’re not asleep?,101.0,7.525
8951,Vera Drake (2004),Drama,383694,11109.0,Abortionist Vera Drake finds her beliefs and practices clash with the mores of 1950s Britain – a conflict that leads to tragedy for her family.,Wife. Mother. Criminal.,125.0,7.165
8952,Falling Angels (2003),Drama,365183,48678.0,"The wickedly funny story of three sisters' coming of age in a wildly dysfunctional family, set against the backdrop of the 60's, free love, the Cold War, LSD and the dawn of feminism. Affectionately dubbed ""Little Women on acid"", this is a story about the destructive effects of secrecy and the bonds of duty between parents and their children.",,109.0,5.818
8954,Lightning in a Bottle (2004),Documentary,396705,126148.0,"On February 7th, 2003, renowned artists across multiple music genres and generations commandeered the stage at New York City's Radio City Music Hall to pay tribute to their common heritage and passion - the blues. Shared with thousands of fans in attendance, legendary performers from roots, rock, jazz and rap joined forces for a once-in-a-lifetime ""Salute To The Blues"" benefit concert whose proceeds went to musical education.",A One Night History of the Blues,103.0,7.3
8955,Undertow (2004),Crime|Drama|Thriller,360130,16131.0,"The Munns, father John and sons Chris and Tim, recede to the woods of rural Georgia. Their life together is forever changed with the arrival of Uncle Deel, though the tragedy that follows forces troubled Chris to become a man.",Hear me now brother. I was washed in the same blood as you.,108.0,5.988
8957,Saw (2004),Horror|Mystery|Thriller,387564,176.0,"Two men wake up to find themselves shackled in a grimy, abandoned bathroom. As they struggle to comprehend their predicament, they discover a disturbing tape left behind by the sadistic mastermind known as Jigsaw. With a chilling voice and cryptic instructions, Jigsaw informs them that they must partake in a gruesome game in order to secure their freedom.",How much blood would you shed to stay alive?,103.0,7.418
8958,Ray (2004),Drama,350258,1677.0,"Born on a sharecropping plantation in Northern Florida, Ray Charles went blind at seven. Inspired by a fiercely independent mom who insisted he make his own way, He found his calling and his gift behind a piano keyboard. Touring across the Southern musical circuit, the soulful singer gained a reputation and then exploded with worldwide fame when he pioneered coupling gospel and country together.",The extraordinary life story of Ray Charles.,152.0,7.449
8959,Birth (2004),Drama|Mystery,337876,10740.0,"It took Anna 10 years to recover from the death of her husband, Sean, but now she's on the verge of marrying her boyfriend, Joseph, and finally moving on. However, on the night of her engagement party, a young boy named Sean turns up, saying he is her dead husband reincarnated. At first she ignores the child, but his knowledge of her former husband's life is uncanny, leading her to believe that he might be telling the truth.",Careful what you wish for.,100.0,6.021
8961,"Incredibles, The (2004)",Action|Adventure|Animation|Children|Comedy,317705,9806.0,"Bob Parr has given up his superhero days to log in time as an insurance adjuster and raise his three children with his formerly heroic wife in suburbia. But when he receives a mysterious assignment, it's time to get back into costume.",Save the day.,115.0,7.719
8964,Callas Forever (2002),Drama,274407,47959.0,"Aging opera singer Maria Callas tries to make a comeback by performing in a production of Bizet's ""Carmen.""",A triumph is worse than a failure if the price is too high,111.0,6.265
8965,"Polar Express, The (2004)",Adventure|Animation|Children|Fantasy|IMAX,338348,5255.0,"When a doubting young boy takes an extraordinary train ride to the North Pole, he embarks on a journey of self-discovery that shows him that the wonder of life never fades for those who believe.",This holiday season... believe.,100.0,6.721
8966,Kinsey (2004),Drama,362269,11184.0,"Kinsey is a portrait of researcher Alfred Kinsey, driven to uncover the most private secrets of a nation. What begins for Kinsey as a scientific endeavor soon takes on an intensely personal relevance, ultimately becoming an unexpected journey into the mystery of human behavior.",Let's talk about sex,118.0,6.599
8967,Seed of Chucky (Child's Play 5) (2004),Comedy|Horror,387575,11249.0,"This time around, Chucky and his homicidal honey, Tiffany, are brought back to life by their orphan offspring, Glen. Then the horror goes Hollywood as Chucky unleashes his own brand of murderous mayhem!",Fear the second coming.,88.0,5.5
8968,After the Sunset (2004),Action|Adventure|Comedy|Crime|Thriller,367479,10589.0,"An FBI agent is suspicious of two master thieves, quietly enjoying their retirement near what may - or may not - be the biggest score of their careers.",Who will walk away?,97.0,6.149
8969,Bridget Jones: The Edge of Reason (2004),Comedy|Drama|Romance,317198,9801.0,"Bridget Jones is working as a TV host and still dating her new love, barrister Mark Darcy, for a perfect six weeks. But Bridget is jealous of the time Mark spends with a gorgeous co-worker Rebecca and, despite a vacation meant to smooth things over, ends their relationship. On assignment in Thailand with her disreputable ex, Daniel Cleaver - claiming to be a reformed man - they have a short dalliance, and she is arrested at the airport and temporarily jailed on the false accusation of drug smuggling before Mark, seemingly indifferent, comes to the rescue.",Same Bridget. Brand new diary.,108.0,6.2
8970,Finding Neverland (2004),Drama,308644,866.0,"During a writing slump, playwright J.M. Barrie meets a widow and her four children, all young boys—who soon become an important part of Barrie’s life and the inspiration that lead him to create his masterpiece. Peter Pan.",Where will your imagination take you?,106.0,7.321
8972,National Treasure (2004),Action|Adventure|Drama|Mystery|Thriller,368891,2059.0,"Modern treasure hunters, led by archaeologist Ben Gates, search for a chest of riches rumored to have been stashed away by George Washington, Thomas Jefferson and Benjamin Franklin during the Revolutionary War. The chest's whereabouts may lie in secret clues embedded in the Constitution and the Declaration of Independence, and Gates is in a race to find the gold before his enemies do.","In order to break the code, one man will have to break all the rules.",131.0,6.644
8973,Bad Education (La mala educación) (2004),Drama|Thriller,275491,140.0,An examination on the effect of Franco-era religious schooling and sexual abuse on the lives of two longtime friends.,,105.0,7.356
8974,"SpongeBob SquarePants Movie, The (2004)",Adventure|Animation|Children|Comedy,345950,11836.0,"There's trouble brewing in Bikini Bottom. Someone has stolen King Neptune's crown, and it looks like Mr. Krab, SpongeBob's boss, is the culprit. Though he's just been passed over for the promotion of his dreams, SpongeBob stands by his boss, and along with his best pal Patrick, sets out on a treacherous mission to Shell City to reclaim the crown and save Mr. Krab's life.",Hero. Legend. Sponge.,87.0,7.054
8977,Alexander (2004),Action|Adventure|Drama|War,346491,1966.0,"Alexander, the King of Macedonia, leads his legions against the giant Persian Empire. After defeating the Persians, he leads his army across the then known world, venturing farther than any westerner had ever gone, all the way to India.",The greatest legend of all was real,176.0,5.949
8978,Christmas with the Kranks (2004),Children|Comedy,388419,13673.0,"When their only daughter Blair leaves the family nest, Luther and Nora Krank decide to book an island cruise to beat the yuletide blues and just skip the holidays. But their decision to boycott tradition has the whole neighborhood in an uproar, and when Blair calls on Christmas Eve to announce a surprise visit with her new fiancée, the Kranks have just twelve hours to perform a miracle and pull themselves and their neighbors together to throw the best celebration ever!",Their Christmas will turn the town upside down!,99.0,6.145
8979,Guerrilla: The Taking of Patty Hearst (2004),Documentary,390299,174787.0,"A documentary on the curious American domestic terrorist group, infamous for the 1974 kidnapping of Patty Hearst.",,89.0,6.273
8981,Closer (2004),Drama|Romance,376541,2288.0,The relationships of two couples become complicated and deceitful when the man from one couple meets the woman of the other.,"If you believe in love at first sight, you never stop looking.",104.0,6.8
8982,I Am David (2003),Drama,327919,15397.0,"A 12-year-old boy manages to flee a Communist concentration camp on his own, through sheer will and determination. All he has in his possession is a loaf of bread, a letter to deliver to someone in Denmark, and a compass to help get him there.",Believe in the power to change your destiny,90.0,6.82
8983,House of Flying Daggers (Shi mian mai fu) (2004),Action|Drama|Romance,385004,9550.0,"In 9th century China, a corrupt government wages war against a rebel army called the Flying Daggers. A romantic warrior breaks a beautiful rebel out of prison to help her rejoin her fellows, but things are not what they seem.",,119.0,7.3
8984,Ocean's Twelve (2004),Action|Comedy|Crime|Thriller,349903,163.0,"Despite pulling off one of the biggest heists in Las Vegas history and splitting the $160 million take, each of the infamous Ocean's crew have tried to go straight, lay low and live a legit life ... but that's proven to be a challenge. Casino owner Terry Benedict demands that Danny Ocean return the money, plus millions more in interest. Unable to come up the cash, the crew is forced to come together to pull off another series of heists, this time in Rome, Paris, and Amsterdam – but a Europol agent is hot on their heels.",Twelve is the new eleven.,125.0,6.563
8985,Blade: Trinity (2004),Action|Fantasy|Horror|Thriller,359013,36648.0,"For years, Blade has fought against the vampires in the cover of the night. But now, after falling into the crosshairs of the FBI, he is forced out into the daylight, where he is driven to join forces with a clan of human vampire hunters he never knew existed—The Nightstalkers. Together with Abigail and Hannibal, two deftly trained Nightstalkers, Blade follows a trail of blood to the ancient creature that is also hunting him—the original vampire, Dracula.",The final hunt begins.,123.0,5.863
8987,Bush's Brain (2004),Documentary,403910,33377.0,An examination of political consultant Karl Rove's influence on George W. Bush's candidacy.,,80.0,6.9
8989,Damn Yankees! (1958),Comedy|Musical,51516,41253.0,Film adaptation of the George Abbott Broadway musical about a Washington Senators fan who makes a pact with the Devil to help his baseball team win the league pennant.,"It's a picture in a million! Starring that girl in a million, the red-headed darling of the Broadway show, Gwen Verdon!",111.0,6.385
8998,That's Entertainment (1974),Documentary,72272,33740.0,Various MGM stars from yesterday present their favorite musical moments from the studio's 50 year history.,More than a movie. It's a celebration.,135.0,7.3
9004,D.A.R.Y.L. (1985),Adventure|Children|Sci-Fi,88979,16248.0,"Daryl is a normal 10-year-old boy in many ways. However, unbeknown to his foster parents and friends, Daryl is actually a government-created robot with superhuman reflexes and mental abilities. Even his name has a hidden meaning -- it's actually an acronym for Data Analyzing Robot Youth Life-form. When the organization that created him deems the ""super soldier"" experiment a failure and schedules Daryl to be disassembled, it is up to a few rogue scientists to help him escape.","He can fly a jet, race a car and outsmart a computer. The government created him and now they want him destroyed.",100.0,6.413
9005,Fire in the Sky (1993),Drama|Mystery|Sci-Fi,106912,15613.0,"After clearing brush for the government, a group of men return to town claiming their friend was abducted. Despite no apparent motive or evidence of foul play, no-one believes their story and his disappearance is treated as murder.","Alien abduction. November 5, 1975. White Mountains, Northeastern Arizona.",109.0,6.653
9008,"Invisible Man Returns, The (1940)",Horror|Sci-Fi,32635,28421.0,"The owner of a coal mining operation, falsely imprisoned for fratricide, takes a drug to make him invisible, despite its side effect: gradual madness.",They hear him! They feel him! But they can't stop him!,81.0,6.3
9010,Love Me If You Dare (Jeux d'enfants) (2003),Drama|Romance,364517,8424.0,"As adults, best friends Julien and Sophie continue the odd game they started as children -- a fearless competition to outdo one another with daring and outrageous stunts. While they often act out to relieve one another's pain, their game might be a way to avoid the fact that they are truly meant for one another.","When is love a game, and when is it not?",93.0,7.23
9018,Control Room (2004),Documentary|War,391024,18889.0,"A chronicle which provides a rare window into the international perception of the Iraq War, courtesy of Al Jazeera, the Arab world's most popular news outlet. Roundly criticized by Cabinet members and Pentagon officials for reporting with a pro-Iraqi bias, and strongly condemned for frequently airing civilian causalities as well as footage of American POWs, the station has revealed (and continues to show the world) everything about the Iraq War that the Bush administration did not want it to see.",Different channels. Different truths.,84.0,7.388
25746,"Hunchback of Notre Dame, The (1923)",Drama|Horror,14142,18987.0,"In 15th century France, a gypsy girl is framed for murder by the infatuated Chief Justice, and only the deformed bellringer of Notre Dame Cathedral can save her.",,113.0,6.5
25750,Sherlock Jr. (1924),Comedy|Fantasy|Romance,15324,992.0,"A film projectionist longs to be a detective, and puts his meagre skills to work when he is framed by a rival for stealing his girlfriend's father's pocketwatch.",Every inch of footage holds such a laugh!,45.0,8.0
25752,"Freshman, The (1925)",Comedy,15841,42359.0,"Harold Lamb is so excited about going to college that he has been working to earn spending money, practicing college yells, and learning a special way of introducing himself that he saw in a movie. When he arrives at Tate University, he soon becomes the target of practical jokes and ridicule. With the help of his one real friend Peggy, he resolves to make every possible effort to become popular.",Harold kicks the fun winning Goal.,76.0,6.963
25753,Greed (1924),Drama,15881,1405.0,"A lottery win of $5,000 forever changes the lives of a miner turned dentist and his wife.",The Film of Films,140.0,7.3
25757,"Jazz Singer, The (1927)",Drama|Musical|Romance,18037,939.0,"A young Jewish man is torn between tradition and individuality when his old-fashioned family objects to his career as a jazz singer. This is the first full length feature film to use synchronized sound, and is the original film musical.","Hear him sing Mammy, Toot Toot Tootsie, My Gal Sal, Mother I Still Have You.",89.0,6.093
25769,"Steamboat Bill, Jr. (1928)",Comedy|Romance,19421,25768.0,"The just-out-of-college, effete son of a no-nonsense steamboat captain comes to visit his father whom he's not seen since he was a child.",The Laugh Special of the Age. See It.,70.0,7.591
25771,"Andalusian Dog, An (Chien andalou, Un) (1929)",Fantasy,20530,626.0,"Un Chien Andalou is an European avant-garde surrealist film, a collaboration between director Luis Buñuel and Salvador Dali.",,16.0,7.395
25773,Little Caesar (1931),Crime|Drama,21079,27899.0,"A small-time hood shoots his way to the top, but how long can he stay there?",The Power-Mad Monarch of the Murder Mobs!,79.0,6.878
25782,Boudu Saved From Drowning (Boudu sauvé des eaux) (1932),Comedy,22718,48365.0,"Michel Simon gives one of the most memorable performances in screen history as Boudu, a Parisian tramp who takes a suicidal plunge into the Seine and is rescued by a well-to-do bookseller, Edouard Lestingois. The Lestingois family decides to take in the irrepressible bum, and he shows his gratitude by shaking the household to its foundations. With Boudu Saved from Drowning, legendary director Jean Renoir takes advantage of a host of Parisian locations and the anarchic charms of his lead actor to create an effervescent satire of the bourgeoisie.",,84.0,6.943
25788,Scarface (1932),Crime|Drama,23427,877.0,"In 1920s Chicago, Italian immigrant and notorious thug, Antonio 'Tony' Camonte, aka Scarface, shoots his way to the top of the mobs while trying to protect his sister from the criminal life.",The rise and fall of a power hungry mobster.,93.0,7.43
25795,Dinner at Eight (1933),Comedy|Drama|Romance,23948,39130.0,"An ambitious New York socialite plans an extravagant dinner party as her businessman husband, Oliver, contends with financial woes, causing a lot of tension between the couple. Meanwhile, their high-society friends and associates, including the gruff Dan Packard and his sultry spouse, Kitty, contend with their own entanglements, leading to revelations at the much-anticipated dinner.",HERE IS THE SCREEN'S CLIMAX OF GLAMOR AND THRILL THAT RAN OVER A YEAR ON BROADWAY! THE STAGE SMASH NOW A SENSATIONAL FILM TRIUMPH!,111.0,6.713
25797,Gold Diggers of 1933 (1933),Musical,24069,31511.0,"When all Broadway shows are shut down during the Depression, a trio of desperate showgirls scheme to bilk a repugnant high society man of his money to keep their show going.",THE BIGGEST SHOW ON EARTH!,97.0,7.189
25805,"Atalante, L' (1934)",Comedy|Drama|Romance,24844,43904.0,Newly married couple Juliette and ship captain Jean struggle through marriage as they travel on the L'Atalante along with the captain's first mate and a cabin boy.,,88.0,7.518
25825,Fury (1936),Drama|Film-Noir,27652,14615.0,"Joe, who owns a gas station along with his brothers and is about to marry Katherine, travels to the small town where she lives to visit her, but is wrongly mistaken for a wanted kidnapper and arrested.",Two lovers… victims of mob violence!,92.0,7.428
25826,Libeled Lady (1936),Comedy|Romance,27884,31773.0,"When a major newspaper accuses wealthy socialite Connie Allenbury of being a home-wrecker, and she files a multi-million-dollar libel lawsuit, the publication's frazzled head editor, Warren Haggerty, must find a way to turn the tables on her. Soon Haggerty's harried fiancée, Gladys Benton, and his dashing friend Bill Chandler are in on a scheme that aims to discredit Connie, with amusing and unexpected results.",At the top of their game.,98.0,7.268
25827,Mr. Deeds Goes to Town (1936),Comedy|Romance,27996,24807.0,"Longfellow Deeds lives in a small town, leading a small town kind of life. When a relative dies and leaves Deeds a fortune, Longfellow moves to the big city where he becomes an instant target for everyone. Deeds outwits them all until Babe Bennett comes along. When small-town boy meets big-city girl anything can, and does, happen.",Rocking America with laughter!,115.0,7.544
